Year,Quarter,State,Region,Segment,Vehicle_Class,Manufacturer,Fuel_Type,Units_Sold,Avg_Price_INR
FY2019,Q2,Bihar,East,Electric Vehicle,E-Car,Ola Electric,Electric,199.0,189525.0
FY2020,Q2,Manipur,Northeast,Two-Wheeler,Moped,Hero MotoCorp,Electric,7950.0,27678.0
FY2021,Q1,Meghalaya,Northeast,Two-Wheeler,Scooter,Bajaj Auto,Petrol,6808.0,88713.0
FY2024,Q4,Odisha,East,Passenger Car,Sedan,Kia,Electric,20094.0,507754.0
FY2019,Q1,Maharashtra,West,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,1448.0,135408.0
FY2022,Q4,Nagaland,Northeast,Two-Wheeler,Motorcycle,TVS Motor,Petrol,3509.0,63225.0
FY2019,Q1,Bihar,East,Commercial Vehicle,LCV,Ashok Leyland,Diesel,5087.0,1595183.0
FY2024,Q4,Punjab,North,Passenger Car,SUV,Hyundai,Petrol,29111.0,541781.0
FY2024,Q2,Jharkhand,East,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,3006.0,269835.0
FY2022,Q4,Bihar,East,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,110228.0,57272.0
FY2024,Q1,Jharkhand,East,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,51310.0,34267.0
FY2020,Q1,Tripura,Northeast,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,61.0,208230.0
FY2023,Q1,West Bengal,East,Electric Vehicle,E-Car,Bajaj Auto,Electric,6537.0,214101.0
FY2023,Q3,Uttar Pradesh,North,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,27602.0,2086135.0
FY2019,Q4,Madhya Pradesh,Central,Passenger Car,Sedan,Hyundai,Petrol,37007.0,1088324.0
FY2022,Q2,Meghalaya,Northeast,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,6923.0,72718.0
FY2021,Q1,Kerala,South,Two-Wheeler,Motorcycle,Honda Motorcycle,CNG,110933.0,90987.0
FY2021,Q4,Manipur,Northeast,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,60.0,251975.0
FY2024,Q3,Meghalaya,Northeast,Commercial Vehicle,MHCV,Tata Motors,Diesel,522.0,1289635.0
FY2021,Q2,Odisha,East,Two-Wheeler,Scooter,Bajaj Auto,Petrol,77081.0,102381.0
FY2019,Q4,Bihar,East,Passenger Car,SUV,Maruti Suzuki,Diesel,16545.0,1263095.0
FY2022,Q4,Jharkhand,East,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,41242.0,51461.0
FY2019,Q1,Maharashtra,West,Passenger Car,SUV,Maruti Suzuki,Petrol,93481.0,711094.0
FY2021,Q1,Manipur,Northeast,Two-Wheeler,Scooter,TVS Motor,Petrol,6934.0,68556.0
FY2021,Q1,Madhya Pradesh,Central,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,7133.0,48325.0
FY2022,Q1,Telangana,South,Electric Vehicle,E-Car,Ola Electric,Electric,6256.0,234947.0
FY2021,Q3,Jharkhand,East,Electric Vehicle,E-Car,Others,Electric,565.0,190380.0
FY2023,Q1,Andhra Pradesh,South,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,11177.0,182911.0
FY2023,Q1,Uttar Pradesh,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Electric,455633.0,44412.0
FY2020,Q1,Punjab,North,Commercial Vehicle,LCV,Eicher Motors,Diesel,5287.0,1560108.0
FY2019,Q2,Chhattisgarh,Central,Passenger Car,Hatchback,Kia,CNG,9435.0,646346.0
FY2020,Q2,Maharashtra,West,Electric Vehicle,E-Car,Ather Energy,Electric,4626.0,237558.0
FY2022,Q1,Gujarat,West,Electric Vehicle,E-Two-Wheeler,Others,Electric,6009.0,251855.0
FY2019,Q2,Rajasthan,North,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,539.0,458017.0
FY2023,Q4,Manipur,Northeast,Commercial Vehicle,MHCV,Eicher Motors,Electric,449.0,1280623.0
FY2023,Q2,Assam,Northeast,Passenger Car,SUV,Others,Petrol,6978.0,1138113.0
FY2019,Q3,Nagaland,Northeast,Two-Wheeler,Moped,Hero MotoCorp,Petrol,7353.0,38934.0
FY2024,Q1,Tripura,Northeast,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,630.0,224170.0
FY2020,Q1,Rajasthan,North,Commercial Vehicle,MHCV,Mahindra,CNG,12170.0,727492.0
FY2023,Q4,Jharkhand,East,Commercial Vehicle,MHCV,Mahindra,CNG,3370.0,1236676.0
FY2021,Q4,Chhattisgarh,Central,Commercial Vehicle,LCV,Tata Motors,Diesel,2367.0,345080.0
FY2024,Q4,Haryana,North,Commercial Vehicle,MHCV,Tata Motors,Diesel,9315.0,1083205.0
FY2023,Q1,Sikkim,Northeast,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,3539.0,87714.0
FY2023,Q3,Punjab,North,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,130054.0,92882.0
FY2022,Q3,Haryana,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Electric,139778.0,86372.0
FY2022,Q2,Assam,Northeast,Two-Wheeler,Motorcycle,Honda Motorcycle,Electric,35212.0,36874.0
FY2020,Q3,Madhya Pradesh,Central,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,1550.0,100027.0
FY2021,Q3,West Bengal,East,Commercial Vehicle,LCV,Eicher Motors,CNG,7244.0,1310242.0
FY2024,Q1,Tamil Nadu,South,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,33309.0,280700.0
FY2019,Q1,Chhattisgarh,Central,Passenger Car,SUV,Tata Motors,Petrol,9248.0,1422619.0
FY2024,Q1,Telangana,South,Passenger Car,SUV,Maruti Suzuki,Petrol,57378.0,997871.0
FY2019,Q3,Madhya Pradesh,Central,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,393970.0,72988.0
FY2020,Q3,Haryana,North,Passenger Car,SUV,Hyundai,Petrol,28552.0,640987.0
FY2023,Q1,Uttarakhand,North,Electric Vehicle,E-Car,TVS Motor,Electric,1802.0,243940.0
FY2024,Q2,Tamil Nadu,South,Passenger Car,SUV,Maruti Suzuki,Petrol,81856.0,812768.0
FY2020,Q4,Sikkim,Northeast,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,4295.0,65835.0
FY2022,Q2,West Bengal,East,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,165795.0,84597.0
FY2023,Q2,Rajasthan,North,Commercial Vehicle,LCV,Eicher Motors,Diesel,16915.0,633658.0
FY2021,Q2,Jharkhand,East,Electric Vehicle,E-Two-Wheeler,Others,Electric,430.0,43332.0
FY2024,Q1,Delhi,North,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,29254.0,164829.0
FY2021,Q4,Uttarakhand,North,Electric Vehicle,E-Bus,Tata Motors,Electric,616.0,148690.0
FY2022,Q3,Delhi,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,12020.0,265413.0
FY2019,Q1,West Bengal,East,Two-Wheeler,Scooter,Hero MotoCorp,CNG,246554.0,29725.0
FY2024,Q2,Haryana,North,Commercial Vehicle,LCV,Tata Motors,CNG,8517.0,1439523.0
FY2023,Q2,Uttarakhand,North,Commercial Vehicle,MHCV,Mahindra,CNG,2654.0,743515.0
FY2019,Q2,Telangana,South,Passenger Car,SUV,Maruti Suzuki,Diesel,47381.0,1228129.0
FY2021,Q2,Karnataka,South,Two-Wheeler,Motorcycle,Honda Motorcycle,CNG,231587.0,93331.0
FY2021,Q2,Goa,West,Commercial Vehicle,LCV,Tata Motors,Diesel,632.0,1471653.0
FY2022,Q2,Manipur,Northeast,Two-Wheeler,Motorcycle,TVS Motor,Petrol,,77475.0
FY2021,Q1,Punjab,North,Commercial Vehicle,LCV,Ashok Leyland,Diesel,4123.0,888373.0
FY2021,Q2,Uttar Pradesh,North,Passenger Car,Sedan,Maruti Suzuki,Petrol,,827498.0
FY2019,Q1,Assam,Northeast,Electric Vehicle,E-Bus,Ola Electric,Electric,55.0,237866.0
FY2020,Q2,Madhya Pradesh,Central,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,1045.0,157392.0
FY2023,Q4,Assam,Northeast,Passenger Car,SUV,Toyota,CNG,7591.0,943420.0
FY2024,Q2,Bihar,East,Commercial Vehicle,LCV,Eicher Motors,Diesel,5996.0,959283.0
FY2019,Q3,Kerala,South,Passenger Car,Sedan,Tata Motors,Petrol,47598.0,842398.0
FY2019,Q2,Haryana,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,157242.0,85854.0
FY2020,Q4,Uttar Pradesh,North,Passenger Car,Sedan,Hyundai,Petrol,58763.0,1346666.0
FY2023,Q4,Andhra Pradesh,South,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,218488.0,56862.0
FY2021,Q1,Jammu & Kashmir,North,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,173.0,151298.0
FY2019,Q1,Sikkim,Northeast,Commercial Vehicle,LCV,Ashok Leyland,Diesel,207.0,1423003.0
FY2023,Q1,Manipur,Northeast,Passenger Car,Hatchback,Maruti Suzuki,Diesel,886.0,956190.0
FY2022,Q1,Tripura,Northeast,Passenger Car,Hatchback,Others,Electric,1345.0,858225.0
FY2022,Q2,Telangana,South,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,150734.0,58300.0
FY2024,Q4,Tripura,Northeast,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,13197.0,61319.0
FY2022,Q1,Goa,West,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,16019.0,71860.0
FY2021,Q3,Odisha,East,Passenger Car,Sedan,Maruti Suzuki,Diesel,14406.0,702123.0
FY2019,Q1,West Bengal,East,Commercial Vehicle,MHCV,Tata Motors,Electric,9514.0,1261664.0
FY2022,Q1,Sikkim,Northeast,Passenger Car,Sedan,Maruti Suzuki,Electric,666.0,917590.0
FY2023,Q1,Jammu & Kashmir,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,18680.0,112598.0
FY2019,Q2,Meghalaya,Northeast,Commercial Vehicle,LCV,Mahindra,Diesel,394.0,1748793.0
FY2024,Q3,Nagaland,Northeast,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,529.0,202275.0
FY2020,Q4,West Bengal,East,Commercial Vehicle,LCV,Mahindra,Diesel,7899.0,1565735.0
FY2024,Q1,Meghalaya,Northeast,Passenger Car,Sedan,Mahindra,Petrol,1825.0,1279420.0
FY2019,Q3,Jammu & Kashmir,North,Electric Vehicle,E-Three-Wheeler,Others,Electric,71.0,113492.0
FY2020,Q4,Odisha,East,Commercial Vehicle,LCV,Eicher Motors,Diesel,3534.0,1259417.0
FY2021,Q4,Delhi,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,4588.0,218277.0
FY2024,Q1,Uttarakhand,North,Passenger Car,Hatchback,Mahindra,Petrol,10002.0,704841.0
FY2022,Q1,Himachal Pradesh,North,Commercial Vehicle,MHCV,Mahindra,Diesel,1325.0,
FY2024,Q1,Assam,Northeast,Passenger Car,Sedan,Tata Motors,Petrol,7923.0,910036.0
FY2023,Q2,Jharkhand,East,Electric Vehicle,E-Two-Wheeler,Others,Electric,1541.0,268156.0
FY2019,Q3,Tripura,Northeast,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,19845.0,48849.0
FY2023,Q2,Meghalaya,Northeast,Passenger Car,Hatchback,Toyota,CNG,1594.0,110058.0
FY2020,Q2,Tamil Nadu,South,Passenger Car,SUV,Tata Motors,Electric,54493.0,580933.0
FY2023,Q3,Rajasthan,North,Commercial Vehicle,LCV,Ashok Leyland,Diesel,18983.0,1666391.0
FY2022,Q1,Chhattisgarh,Central,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,866.0,114847.0
FY2019,Q4,Gujarat,West,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,1016.0,250417.0
FY2020,Q1,Goa,West,Two-Wheeler,Scooter,Others,Petrol,18718.0,58078.0
FY2023,Q1,Assam,Northeast,Passenger Car,MUV,Maruti Suzuki,CNG,7445.0,976009.0
FY2021,Q2,West Bengal,East,Passenger Car,SUV,Toyota,Petrol,25012.0,1107969.0
FY2021,Q2,Rajasthan,North,Passenger Car,SUV,Toyota,Diesel,34785.0,885192.0
FY2020,Q2,Kerala,South,Passenger Car,SUV,Maruti Suzuki,Petrol,28721.0,1426516.0
FY2020,Q3,Himachal Pradesh,North,Commercial Vehicle,Three-Wheeler Goods,Eicher Motors,Diesel,1457.0,1442047.0
FY2023,Q4,Delhi,North,Passenger Car,Hatchback,Tata Motors,Petrol,52789.0,1362184.0
FY2023,Q3,Uttar Pradesh,North,Two-Wheeler,Motorcycle,Honda Motorcycle,CNG,593558.0,39010.0
FY2024,Q4,West Bengal,East,Electric Vehicle,E-Car,Bajaj Auto,Electric,13638.0,384399.0
FY2024,Q4,Telangana,South,Commercial Vehicle,LCV,Mahindra,CNG,9731.0,661671.0
FY2024,Q2,Nagaland,Northeast,Commercial Vehicle,LCV,Eicher Motors,Diesel,229.0,521565.0
FY2019,Q2,Haryana,North,Commercial Vehicle,LCV,Ashok Leyland,Diesel,8208.0,1176019.0
FY2020,Q4,Nagaland,Northeast,Passenger Car,Van,Toyota,Petrol,678.0,1290855.0
FY2020,Q2,Chhattisgarh,Central,Passenger Car,Hatchback,Toyota,Petrol,7392.0,755646.0
FY2024,Q2,Nagaland,Northeast,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,337.0,285248.0
FY2022,Q1,Karnataka,South,Commercial Vehicle,LCV,Tata Motors,Electric,12128.0,1668739.0
FY2021,Q3,Tripura,Northeast,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,143.0,158452.0
FY2021,Q3,Andhra Pradesh,South,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,4793.0,208054.0
FY2024,Q2,Uttarakhand,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,3467.0,131981.0
FY2024,Q4,Telangana,South,Two-Wheeler,Moped,Bajaj Auto,Electric,203124.0,46699.0
FY2020,Q3,Rajasthan,North,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,388922.0,55590.0
FY2019,Q2,Delhi,North,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,183164.0,70275.0
FY2024,Q1,Karnataka,South,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,37858.0,152693.0
FY2019,Q2,Punjab,North,Passenger Car,SUV,Maruti Suzuki,Petrol,20601.0,889039.0
FY2019,Q4,Madhya Pradesh,Central,Two-Wheeler,Scooter,TVS Motor,Petrol,313377.0,80701.0
FY2023,Q4,Maharashtra,West,Passenger Car,SUV,Maruti Suzuki,Diesel,128640.0,1473455.0
FY2021,Q4,Madhya Pradesh,Central,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,1607.0,
FY2023,Q2,Andhra Pradesh,South,Commercial Vehicle,LCV,Eicher Motors,Diesel,12125.0,787500.0
FY2023,Q2,Andhra Pradesh,South,Passenger Car,SUV,Maruti Suzuki,Electric,42776.0,956201.0
FY2024,Q4,Telangana,South,Passenger Car,Hatchback,Mahindra,Petrol,63288.0,895647.0
FY2020,Q4,Assam,Northeast,Two-Wheeler,Motorcycle,Hero MotoCorp,Electric,43311.0,110484.0
FY2023,Q3,Madhya Pradesh,Central,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,339878.0,65736.0
FY2022,Q1,Uttar Pradesh,North,Commercial Vehicle,MHCV,Ashok Leyland,CNG,18763.0,2733452.0
FY2023,Q2,Tripura,Northeast,Two-Wheeler,Scooter,Royal Enfield,Petrol,12027.0,80739.0
FY2020,Q4,Goa,West,Electric Vehicle,E-Car,Ola Electric,Electric,368.0,283979.0
FY2023,Q3,Telangana,South,Commercial Vehicle,LCV,Mahindra,Diesel,11875.0,1915826.0
FY2019,Q2,Chhattisgarh,Central,Commercial Vehicle,MHCV,Mahindra,Diesel,3362.0,515474.0
FY2020,Q3,Andhra Pradesh,South,Commercial Vehicle,MHCV,Eicher Motors,CNG,11110.0,1428370.0
FY2022,Q4,Jharkhand,East,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,905.0,225241.0
FY2019,Q3,Rajasthan,North,Electric Vehicle,E-Car,Tata Motors,Electric,815.0,240778.0
FY2020,Q4,Uttar Pradesh,North,Commercial Vehicle,MHCV,Tata Motors,Diesel,17655.0,1314163.0
FY2023,Q4,Punjab,North,Passenger Car,SUV,Maruti Suzuki,Petrol,26809.0,1716195.0
FY2019,Q3,Chhattisgarh,Central,Commercial Vehicle,MHCV,Tata Motors,Diesel,3757.0,1232598.0
FY2021,Q2,Maharashtra,West,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,6820.0,200304.0
FY2021,Q4,Meghalaya,Northeast,Commercial Vehicle,LCV,Tata Motors,Diesel,247.0,1185509.0
FY2023,Q3,Goa,West,Passenger Car,Hatchback,Maruti Suzuki,Electric,8917.0,1282819.0
FY2020,Q4,Tamil Nadu,South,Commercial Vehicle,MHCV,Tata Motors,Diesel,13343.0,1142414.0
FY2021,Q3,Maharashtra,West,Passenger Car,SUV,Maruti Suzuki,CNG,105949.0,1097994.0
FY2019,Q3,Jammu & Kashmir,North,Passenger Car,Sedan,Maruti Suzuki,CNG,6492.0,1283351.0
FY2021,Q1,Delhi,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,130005.0,42472.0
FY2019,Q3,Rajasthan,North,Passenger Car,Hatchback,Maruti Suzuki,Petrol,58097.0,463809.0
FY2019,Q4,Meghalaya,Northeast,Passenger Car,Hatchback,Maruti Suzuki,CNG,1658.0,613954.0
FY2023,Q2,Telangana,South,Passenger Car,SUV,Hyundai,Electric,50811.0,408985.0
FY2021,Q3,Jammu & Kashmir,North,Electric Vehicle,E-Car,Tata Motors,Electric,319.0,317570.0
FY2023,Q4,Gujarat,West,Passenger Car,SUV,Maruti Suzuki,Petrol,72046.0,804907.0
FY2022,Q3,Maharashtra,West,Passenger Car,Van,Maruti Suzuki,Diesel,121781.0,1293017.0
FY2020,Q2,Uttar Pradesh,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,2333.0,201089.0
FY2022,Q2,Nagaland,Northeast,Passenger Car,Van,Tata Motors,Petrol,646.0,661785.0
FY2023,Q2,Himachal Pradesh,North,Passenger Car,SUV,Hyundai,Petrol,6357.0,1027196.0
FY2020,Q2,Telangana,South,Commercial Vehicle,LCV,Tata Motors,Diesel,7642.0,1568741.0
FY2020,Q4,Chhattisgarh,Central,Electric Vehicle,E-Car,Tata Motors,Electric,356.0,346330.0
FY2020,Q4,Chhattisgarh,Central,Passenger Car,SUV,Tata Motors,Electric,7801.0,952297.0
FY2020,Q2,Karnataka,South,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,257725.0,85587.0
FY2024,Q3,Himachal Pradesh,North,Electric Vehicle,E-Car,Tata Motors,Electric,3304.0,148994.0
FY2020,Q3,Delhi,North,Passenger Car,SUV,Mahindra,Petrol,44274.0,1089126.0
FY2019,Q2,Jharkhand,East,Passenger Car,MUV,Toyota,Electric,7269.0,1509156.0
FY2023,Q4,Chhattisgarh,Central,Electric Vehicle,E-Car,Others,Electric,2164.0,310215.0
FY2021,Q2,Haryana,North,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,104959.0,82932.0
FY2019,Q3,Himachal Pradesh,North,Two-Wheeler,Motorcycle,Royal Enfield,Petrol,41485.0,65378.0
FY2022,Q3,Karnataka,South,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,319470.0,36862.0
FY2021,Q2,Manipur,Northeast,Electric Vehicle,E-Bus,Ola Electric,Electric,53.0,314117.0
FY2020,Q4,Haryana,North,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,1713.0,226546.0
FY2023,Q3,Andhra Pradesh,South,Electric Vehicle,E-Two-Wheeler,Others,Electric,18372.0,346729.0
FY2022,Q3,Rajasthan,North,Two-Wheeler,Motorcycle,Royal Enfield,Petrol,317427.0,70377.0
FY2019,Q1,Goa,West,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,1069.0,528526.0
FY2021,Q1,Haryana,North,Electric Vehicle,E-Car,Tata Motors,Electric,1947.0,251432.0
FY2023,Q4,Sikkim,Northeast,Commercial Vehicle,Bus,Tata Motors,Diesel,218.0,1929975.0
FY2024,Q2,Andhra Pradesh,South,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,227292.0,69742.0
FY2019,Q4,West Bengal,East,Electric Vehicle,E-Car,Ola Electric,Electric,529.0,79172.0
FY2024,Q3,Telangana,South,Passenger Car,Hatchback,Hyundai,Petrol,70315.0,889122.0
FY2023,Q2,Maharashtra,West,Commercial Vehicle,MHCV,Eicher Motors,Diesel,26557.0,2074567.0
FY2020,Q4,Rajasthan,North,Passenger Car,Hatchback,Maruti Suzuki,Electric,39236.0,1057566.0
FY2020,Q4,Telangana,South,Commercial Vehicle,Three-Wheeler Goods,Tata Motors,Diesel,7788.0,498124.0
FY2019,Q2,Telangana,South,Two-Wheeler,Scooter,Royal Enfield,Electric,215273.0,42734.0
FY2021,Q2,Telangana,South,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,3847.0,301961.0
FY2020,Q1,Odisha,East,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,422.0,207802.0
FY2023,Q1,Rajasthan,North,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,7857.0,276153.0
FY2021,Q3,Manipur,Northeast,Passenger Car,SUV,Tata Motors,Petrol,780.0,1206681.0
FY2021,Q1,Karnataka,South,Commercial Vehicle,Bus,Others,Diesel,9362.0,1270977.0
FY2023,Q1,Tamil Nadu,South,Passenger Car,Van,Tata Motors,Petrol,,304451.0
FY2020,Q4,Sikkim,Northeast,Electric Vehicle,E-Car,Tata Motors,Electric,38.0,251967.0
FY2023,Q4,Chhattisgarh,Central,Commercial Vehicle,Bus,Others,CNG,4026.0,1074671.0
FY2019,Q1,Karnataka,South,Passenger Car,Sedan,Mahindra,Petrol,67021.0,1103421.0
FY2019,Q3,Uttar Pradesh,North,Passenger Car,Van,Others,Petrol,95257.0,339501.0
FY2022,Q3,Assam,Northeast,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,46895.0,70099.0
FY2020,Q3,Rajasthan,North,Commercial Vehicle,Bus,Ashok Leyland,Diesel,15086.0,1218826.0
FY2021,Q3,Manipur,Northeast,Commercial Vehicle,LCV,Ashok Leyland,CNG,302.0,1128196.0
FY2020,Q2,Punjab,North,Passenger Car,SUV,Others,Diesel,18426.0,139681.0
FY2024,Q3,Uttar Pradesh,North,Two-Wheeler,Motorcycle,TVS Motor,Petrol,750208.0,52227.0
FY2020,Q1,Tamil Nadu,South,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,306864.0,52404.0
FY2022,Q3,Manipur,Northeast,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,9064.0,47458.0
FY2021,Q3,Maharashtra,West,Commercial Vehicle,MHCV,Mahindra,CNG,17537.0,1359466.0
FY2024,Q3,Chhattisgarh,Central,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,5080.0,239634.0
FY2019,Q4,Gujarat,West,Two-Wheeler,Motorcycle,Honda Motorcycle,CNG,,65226.0
FY2019,Q3,Delhi,North,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,1675.0,341094.0
FY2019,Q3,Manipur,Northeast,Passenger Car,Hatchback,Maruti Suzuki,Diesel,1077.0,1065653.0
FY2021,Q3,Madhya Pradesh,Central,Commercial Vehicle,Bus,Ashok Leyland,CNG,8254.0,544698.0
FY2019,Q1,Kerala,South,Two-Wheeler,Motorcycle,Hero MotoCorp,Electric,144220.0,59580.0
FY2021,Q3,Rajasthan,North,Two-Wheeler,Motorcycle,TVS Motor,Petrol,361652.0,82671.0
FY2022,Q3,Tamil Nadu,South,Passenger Car,Sedan,Hyundai,Petrol,92672.0,1123090.0
FY2023,Q3,Odisha,East,Passenger Car,SUV,Tata Motors,Petrol,21738.0,1047677.0
FY2019,Q4,Haryana,North,Commercial Vehicle,LCV,Ashok Leyland,Diesel,8134.0,1417443.0
FY2023,Q3,West Bengal,East,Electric Vehicle,E-Car,Ola Electric,Electric,10131.0,220021.0
FY2023,Q3,Telangana,South,Electric Vehicle,E-Car,Ola Electric,Electric,22106.0,128596.0
FY2022,Q4,Andhra Pradesh,South,Electric Vehicle,E-Two-Wheeler,Others,Electric,6130.0,203965.0
FY2021,Q1,Uttar Pradesh,North,Commercial Vehicle,LCV,Mahindra,Diesel,15837.0,2013636.0
FY2021,Q3,Nagaland,Northeast,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,75.0,213520.0
FY2022,Q1,Andhra Pradesh,South,Commercial Vehicle,LCV,Tata Motors,Diesel,10265.0,2054722.0
FY2020,Q3,Kerala,South,Passenger Car,Hatchback,Maruti Suzuki,Diesel,39393.0,
FY2020,Q3,Tripura,Northeast,Electric Vehicle,E-Car,Tata Motors,Electric,97.0,213931.0
FY2020,Q4,Sikkim,Northeast,Passenger Car,Sedan,Maruti Suzuki,Electric,663.0,1414837.0
FY2023,Q2,Assam,Northeast,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,39846.0,59097.0
FY2022,Q4,Uttarakhand,North,Commercial Vehicle,MHCV,Tata Motors,CNG,2123.0,2041397.0
FY2021,Q4,Sikkim,Northeast,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,3579.0,95810.0
FY2023,Q3,Kerala,South,Two-Wheeler,Motorcycle,Others,Petrol,160497.0,77927.0
FY2019,Q1,Rajasthan,North,Commercial Vehicle,LCV,Ashok Leyland,Diesel,15152.0,725911.0
FY2022,Q1,Andhra Pradesh,South,Passenger Car,SUV,Others,Petrol,33840.0,1132777.0
FY2023,Q3,Chhattisgarh,Central,Electric Vehicle,E-Car,Tata Motors,Electric,3237.0,183188.0
FY2022,Q4,Jharkhand,East,Commercial Vehicle,Bus,Tata Motors,Diesel,2670.0,1002005.0
FY2022,Q4,Goa,West,Commercial Vehicle,LCV,Force Motors,Diesel,778.0,1687020.0
FY2019,Q2,Nagaland,Northeast,Electric Vehicle,E-Three-Wheeler,Ola Electric,Electric,11.0,153537.0
FY2022,Q1,Assam,Northeast,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,31809.0,78560.0
FY2023,Q4,Meghalaya,Northeast,Electric Vehicle,E-Car,TVS Motor,Electric,219.0,269515.0
FY2024,Q3,Meghalaya,Northeast,Passenger Car,MUV,Hyundai,Electric,2432.0,767499.0
FY2021,Q3,Kerala,South,Commercial Vehicle,Three-Wheeler Goods,Tata Motors,Diesel,5557.0,1479047.0
FY2023,Q4,Uttarakhand,North,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,37289.0,18124.0
FY2021,Q1,Manipur,Northeast,Electric Vehicle,E-Three-Wheeler,TVS Motor,Electric,49.0,217030.0
FY2023,Q4,Tripura,Northeast,Passenger Car,SUV,Hyundai,CNG,2051.0,
FY2022,Q3,Madhya Pradesh,Central,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,4264.0,231735.0
FY2021,Q3,Gujarat,West,Passenger Car,SUV,Maruti Suzuki,CNG,64219.0,1242311.0
FY2022,Q4,West Bengal,East,Commercial Vehicle,LCV,Tata Motors,Diesel,8677.0,756197.0
FY2020,Q1,Punjab,North,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,722.0,103681.0
FY2022,Q1,Uttar Pradesh,North,Passenger Car,Sedan,Maruti Suzuki,Electric,59776.0,947027.0
FY2022,Q4,Uttar Pradesh,North,Passenger Car,Sedan,Maruti Suzuki,Petrol,64170.0,816422.0
