Year,Quarter,Region,State,Segment,Vehicle_Class,Manufacturer,Fuel_Type,Units_Sold,Avg_Price_INR
FY2023,Q3,West,Goa,Three-Wheeler,Passenger 3W,Piaggio,Electric,1491,187455
FY2023,Q3,West,Goa,Two-Wheeler,Motorcycle,Honda Motorcycle,Electric,25633,46728
FY2023,Q3,West,Gujarat,Commercial Vehicle,MHCV,Ashok Leyland,CNG,23838,997236
FY2023,Q3,West,Gujarat,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,24536,154996
FY2023,Q3,West,Gujarat,Passenger Car,SUV,Maruti Suzuki,Diesel,81929,1259704
FY2023,Q3,West,Gujarat,Three-Wheeler,Passenger 3W,Bajaj Auto,Electric,16733,266679
FY2023,Q3,West,Gujarat,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,354595,85257
FY2023,Q3,West,Maharashtra,Commercial Vehicle,Bus,Tata Motors,CNG,30509,1471022
FY2023,Q3,West,Maharashtra,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,37475,129450
FY2023,Q3,West,Maharashtra,Passenger Car,SUV,Maruti Suzuki,Petrol,140090,938374
FY2023,Q3,West,Maharashtra,Three-Wheeler,Goods 3W,Mahindra,Petrol,28025,264230
FY2023,Q3,West,Maharashtra,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,482924,23668
FY2023,Q4,Central,Chhattisgarh,Commercial Vehicle,Bus,Others,CNG,4026,1074671
FY2023,Q4,Central,Chhattisgarh,Electric Vehicle,E-Car,Others,Electric,2164,310215
FY2023,Q4,Central,Chhattisgarh,Passenger Car,MUV,Maruti Suzuki,Petrol,11596,1183300
FY2023,Q4,Central,Chhattisgarh,Three-Wheeler,Passenger 3W,Mahindra,Electric,2636,172130
FY2023,Q4,Central,Chhattisgarh,Two-Wheeler,Motorcycle,Others,Electric,61107,62704
FY2023,Q4,Central,Madhya Pradesh,Commercial Vehicle,LCV,Tata Motors,Diesel,11942,1319720
FY2023,Q4,Central,Madhya Pradesh,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,1452,333831
FY2023,Q4,Central,Madhya Pradesh,Passenger Car,Hatchback,Kia,Petrol,44551,1461462
FY2023,Q4,Central,Madhya Pradesh,Three-Wheeler,Passenger 3W,TVS Motor,CNG,7118,80000
FY2023,Q4,Central,Madhya Pradesh,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,245611,80881
FY2023,Q4,East,Bihar,Commercial Vehicle,LCV,Tata Motors,Diesel,5301,1729071
FY2023,Q4,East,Bihar,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,3327,356230
FY2023,Q4,East,Bihar,Passenger Car,SUV,Mahindra,Petrol,19510,895476
FY2023,Q4,East,Bihar,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,7844,203380
FY2023,Q4,East,Bihar,Two-Wheeler,Scooter,Hero MotoCorp,CNG,141998,100575
FY2023,Q4,East,Jharkhand,Commercial Vehicle,MHCV,Mahindra,CNG,3370,1236676
FY2023,Q4,East,Jharkhand,Electric Vehicle,E-Car,Others,Electric,1841,57066
FY2023,Q4,East,Jharkhand,Passenger Car,MUV,Toyota,Petrol,9207,1062372
FY2023,Q4,East,Jharkhand,Three-Wheeler,Goods 3W,Bajaj Auto,Electric,2301,122905
FY2023,Q4,East,Jharkhand,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,45967,92200
FY2023,Q4,East,Odisha,Commercial Vehicle,LCV,Mahindra,Diesel,4588,1202358
FY2023,Q4,East,Odisha,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,3305,135769
FY2023,Q4,East,Odisha,Passenger Car,Sedan,Tata Motors,Electric,18096,689896
FY2023,Q4,East,Odisha,Three-Wheeler,Passenger 3W,Mahindra,Petrol,3803,253028
FY2023,Q4,East,Odisha,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,76848,36843
FY2023,Q4,East,West Bengal,Commercial Vehicle,LCV,Tata Motors,CNG,10713,1475703
FY2023,Q4,East,West Bengal,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,8104,391999
FY2023,Q4,East,West Bengal,Passenger Car,SUV,Hyundai,Petrol,40472,1077407
FY2023,Q4,East,West Bengal,Three-Wheeler,Goods 3W,Mahindra,Electric,11587,125486
FY2023,Q4,East,West Bengal,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,206732,61737
FY2023,Q4,North,Delhi,Commercial Vehicle,LCV,Mahindra,CNG,9477,1881251
FY2023,Q4,North,Delhi,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,18509,176262
FY2023,Q4,North,Delhi,Passenger Car,Hatchback,Tata Motors,Petrol,52789,1362184
FY2023,Q4,North,Delhi,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,19252,253552
FY2023,Q4,North,Delhi,Two-Wheeler,Moped,Bajaj Auto,Electric,131819,31402
FY2023,Q4,North,Haryana,Commercial Vehicle,LCV,Ashok Leyland,CNG,8519,1720973
FY2023,Q4,North,Haryana,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,10694,406537
FY2023,Q4,North,Haryana,Passenger Car,SUV,Maruti Suzuki,CNG,32260,1179034
FY2023,Q4,North,Haryana,Three-Wheeler,Passenger 3W,TVS Motor,Electric,5691,124245
FY2023,Q4,North,Haryana,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,117847,65256
FY2023,Q4,North,Himachal Pradesh,Commercial Vehicle,LCV,Tata Motors,Diesel,1756,972452
FY2023,Q4,North,Himachal Pradesh,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,1362,132585
FY2023,Q4,North,Himachal Pradesh,Passenger Car,Sedan,Maruti Suzuki,Petrol,7152,814355
FY2023,Q4,North,Himachal Pradesh,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,1017,167033
FY2023,Q4,North,Himachal Pradesh,Two-Wheeler,Scooter,Bajaj Auto,Petrol,24136,68581
FY2023,Q4,North,Jammu & Kashmir,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,1373,2812110
FY2023,Q4,North,Jammu & Kashmir,Electric Vehicle,E-Car,Tata Motors,Electric,915,171485
FY2023,Q4,North,Jammu & Kashmir,Passenger Car,SUV,Mahindra,Petrol,6215,1014270
FY2023,Q4,North,Jammu & Kashmir,Three-Wheeler,Goods 3W,Bajaj Auto,CNG,909,279214
FY2023,Q4,North,Jammu & Kashmir,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,17628,45429
FY2023,Q4,North,Punjab,Commercial Vehicle,Three-Wheeler Goods,Mahindra,Diesel,6333,1264866
FY2023,Q4,North,Punjab,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,5518,251840
FY2023,Q4,North,Punjab,Passenger Car,SUV,Maruti Suzuki,Petrol,26809,1716195
FY2023,Q4,North,Punjab,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,4848,260078
FY2023,Q4,North,Punjab,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,91526,47829
FY2023,Q4,North,Rajasthan,Commercial Vehicle,LCV,Eicher Motors,Diesel,18099,729755
FY2023,Q4,North,Rajasthan,Electric Vehicle,E-Car,Ather Energy,Electric,9038,255497
FY2023,Q4,North,Rajasthan,Passenger Car,SUV,Hyundai,Petrol,53492,814396
FY2023,Q4,North,Rajasthan,Three-Wheeler,Passenger 3W,Piaggio,Petrol,9452,191165
FY2023,Q4,North,Rajasthan,Two-Wheeler,Motorcycle,TVS Motor,Petrol,109130,91714
FY2023,Q4,North,Uttar Pradesh,Commercial Vehicle,LCV,Mahindra,Diesel,24006,1206943
FY2023,Q4,North,Uttar Pradesh,Electric Vehicle,E-Car,Tata Motors,Electric,16018,247374
FY2023,Q4,North,Uttar Pradesh,Passenger Car,MUV,Maruti Suzuki,Petrol,89378,1130749
FY2023,Q4,North,Uttar Pradesh,Three-Wheeler,Passenger 3W,Piaggio,Petrol,29182,184335
FY2023,Q4,North,Uttar Pradesh,Two-Wheeler,Motorcycle,Others,Petrol,475442,65264
FY2023,Q4,North,Uttarakhand,Commercial Vehicle,MHCV,Tata Motors,Diesel,2898,899685
FY2023,Q4,North,Uttarakhand,Electric Vehicle,E-Three-Wheeler,Ola Electric,Electric,2136,137085
FY2023,Q4,North,Uttarakhand,Passenger Car,MUV,Maruti Suzuki,Petrol,9401,905676
FY2023,Q4,North,Uttarakhand,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,1773,209321
FY2023,Q4,North,Uttarakhand,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,37289,18124
FY2023,Q4,Northeast,Assam,Commercial Vehicle,LCV,Mahindra,Diesel,2260,1170561
FY2023,Q4,Northeast,Assam,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,1162,140914
FY2023,Q4,Northeast,Assam,Passenger Car,SUV,Toyota,CNG,7591,943420
FY2023,Q4,Northeast,Assam,Three-Wheeler,Passenger 3W,Piaggio,CNG,2332,245086
FY2023,Q4,Northeast,Assam,Two-Wheeler,Scooter,TVS Motor,Petrol,39984,32985
FY2023,Q4,Northeast,Manipur,Commercial Vehicle,MHCV,Eicher Motors,Electric,449,1280623
FY2023,Q4,Northeast,Manipur,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,241,21988
FY2023,Q4,Northeast,Manipur,Passenger Car,SUV,Hyundai,Petrol,1038,1693895
FY2023,Q4,Northeast,Manipur,Three-Wheeler,Passenger 3W,Bajaj Auto,Electric,370,279435
FY2023,Q4,Northeast,Manipur,Two-Wheeler,Motorcycle,TVS Motor,Petrol,7449,52803
FY2023,Q4,Northeast,Meghalaya,Commercial Vehicle,LCV,Others,Electric,419,739961
FY2023,Q4,Northeast,Meghalaya,Electric Vehicle,E-Car,TVS Motor,Electric,219,269515
FY2023,Q4,Northeast,Meghalaya,Passenger Car,SUV,Maruti Suzuki,Petrol,1949,1256014
FY2023,Q4,Northeast,Meghalaya,Three-Wheeler,Goods 3W,Mahindra,CNG,365,251294
FY2023,Q4,Northeast,Meghalaya,Two-Wheeler,Scooter,TVS Motor,Petrol,7325,33935
FY2023,Q4,Northeast,Nagaland,Commercial Vehicle,Three-Wheeler Goods,Mahindra,Diesel,219,1483318
FY2023,Q4,Northeast,Nagaland,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,218,202654
FY2023,Q4,Northeast,Nagaland,Passenger Car,Sedan,Others,Petrol,1018,504573
FY2023,Q4,Northeast,Nagaland,Three-Wheeler,Passenger 3W,Mahindra,CNG,197,252906
FY2023,Q4,Northeast,Nagaland,Two-Wheeler,Moped,Royal Enfield,Petrol,3752,54244
FY2023,Q4,Northeast,Sikkim,Commercial Vehicle,Bus,Tata Motors,Diesel,218,1929975
FY2023,Q4,Northeast,Sikkim,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,233,167313
FY2023,Q4,Northeast,Sikkim,Passenger Car,SUV,Maruti Suzuki,Petrol,895,1495312
FY2023,Q4,Northeast,Sikkim,Three-Wheeler,Passenger 3W,Mahindra,CNG,195,198841
FY2023,Q4,Northeast,Sikkim,Two-Wheeler,Motorcycle,TVS Motor,Petrol,3887,90602
FY2023,Q4,Northeast,Tripura,Commercial Vehicle,LCV,Tata Motors,CNG,700,1222896
FY2023,Q4,Northeast,Tripura,Electric Vehicle,E-Three-Wheeler,Others,Electric,457,302813
FY2023,Q4,Northeast,Tripura,Passenger Car,SUV,Hyundai,CNG,2051,939670
FY2023,Q4,Northeast,Tripura,Three-Wheeler,Goods 3W,Bajaj Auto,CNG,548,288754
FY2023,Q4,Northeast,Tripura,Two-Wheeler,Moped,Hero MotoCorp,Petrol,11000,45455
FY2023,Q4,South,Andhra Pradesh,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,12850,1122356
FY2023,Q4,South,Andhra Pradesh,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,1452,192873
FY2023,Q4,South,Andhra Pradesh,Passenger Car,SUV,Hyundai,Petrol,44524,1184735
FY2023,Q4,South,Andhra Pradesh,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,9027,152367
FY2023,Q4,South,Andhra Pradesh,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,218488,56862
FY2023,Q4,South,Karnataka,Commercial Vehicle,MHCV,Tata Motors,CNG,15373,1003270
FY2023,Q4,South,Karnataka,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,26926,209626
FY2023,Q4,South,Karnataka,Passenger Car,SUV,Maruti Suzuki,Petrol,86538,1131366
FY2023,Q4,South,Karnataka,Three-Wheeler,Goods 3W,Bajaj Auto,Petrol,9719,180196
FY2023,Q4,South,Karnataka,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,259348,65344
FY2023,Q4,South,Kerala,Commercial Vehicle,LCV,Tata Motors,Diesel,8317,1982797
FY2023,Q4,South,Kerala,Electric Vehicle,E-Three-Wheeler,TVS Motor,Electric,11847,217342
FY2023,Q4,South,Kerala,Passenger Car,MUV,Maruti Suzuki,Electric,44642,954642
FY2023,Q4,South,Kerala,Three-Wheeler,Goods 3W,Mahindra,CNG,4642,214692
FY2023,Q4,South,Kerala,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,120255,83135
FY2023,Q4,South,Tamil Nadu,Commercial Vehicle,MHCV,Ashok Leyland,CNG,17819,1456985
FY2023,Q4,South,Tamil Nadu,Electric Vehicle,E-Two-Wheeler,Others,Electric,20520,263904
FY2023,Q4,South,Tamil Nadu,Passenger Car,Hatchback,Maruti Suzuki,Petrol,92508,913263
FY2023,Q4,South,Tamil Nadu,Three-Wheeler,Goods 3W,Bajaj Auto,CNG,10705,240888
FY2023,Q4,South,Tamil Nadu,Two-Wheeler,Moped,Royal Enfield,CNG,320928,72665
FY2023,Q4,South,Telangana,Commercial Vehicle,MHCV,Others,Diesel,9937,1458794
FY2023,Q4,South,Telangana,Electric Vehicle,E-Car,Tata Motors,Electric,18600,308434
FY2023,Q4,South,Telangana,Passenger Car,SUV,Others,Petrol,61905,999703
FY2023,Q4,South,Telangana,Three-Wheeler,Goods 3W,Bajaj Auto,Petrol,7956,246598
FY2023,Q4,South,Telangana,Two-Wheeler,Motorcycle,TVS Motor,Petrol,171921,78395
FY2023,Q4,West,Goa,Commercial Vehicle,LCV,Eicher Motors,Diesel,1171,891207
FY2023,Q4,West,Goa,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,2457,229058
FY2023,Q4,West,Goa,Passenger Car,Hatchback,Maruti Suzuki,Petrol,7186,1042538
FY2023,Q4,West,Goa,Three-Wheeler,Passenger 3W,Bajaj Auto,Electric,1225,309144
FY2023,Q4,West,Goa,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,18931,70753
FY2023,Q4,West,Gujarat,Commercial Vehicle,MHCV,Tata Motors,Diesel,21647,1240086
FY2023,Q4,West,Gujarat,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,16974,195055
FY2023,Q4,West,Gujarat,Passenger Car,SUV,Maruti Suzuki,Petrol,72046,804907
FY2023,Q4,West,Gujarat,Three-Wheeler,Passenger 3W,Piaggio,Petrol,13315,283457
FY2023,Q4,West,Gujarat,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,249048,71401
FY2023,Q4,West,Maharashtra,Commercial Vehicle,Three-Wheeler Goods,Ashok Leyland,Diesel,26332,1907610
FY2023,Q4,West,Maharashtra,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,29224,254090
FY2023,Q4,West,Maharashtra,Passenger Car,SUV,Maruti Suzuki,Diesel,128640,1473455
FY2023,Q4,West,Maharashtra,Three-Wheeler,Passenger 3W,Piaggio,Petrol,22992,309445
FY2023,Q4,West,Maharashtra,Two-Wheeler,Motorcycle,TVS Motor,CNG,339191,40462
FY2024,Q1,Central,Chhattisgarh,Commercial Vehicle,MHCV,Others,Diesel,3922,1379375
FY2024,Q1,Central,Chhattisgarh,Electric Vehicle,E-Bus,Ola Electric,Electric,3000,101576
FY2024,Q1,Central,Chhattisgarh,Passenger Car,SUV,Maruti Suzuki,Diesel,11512,891073
FY2024,Q1,Central,Chhattisgarh,Three-Wheeler,Passenger 3W,Bajaj Auto,Electric,3209,236315
FY2024,Q1,Central,Chhattisgarh,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,64609,55355
FY2024,Q1,Central,Madhya Pradesh,Commercial Vehicle,Bus,Tata Motors,CNG,13390,2055302
FY2024,Q1,Central,Madhya Pradesh,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,9294,363289
FY2024,Q1,Central,Madhya Pradesh,Passenger Car,Hatchback,Maruti Suzuki,Electric,42593,867561
FY2024,Q1,Central,Madhya Pradesh,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,8703,286431
FY2024,Q1,Central,Madhya Pradesh,Two-Wheeler,Motorcycle,Honda Motorcycle,CNG,258214,45349
FY2024,Q1,East,Bihar,Commercial Vehicle,Bus,Force Motors,Electric,5868,692237
FY2024,Q1,East,Bihar,Electric Vehicle,E-Car,Ola Electric,Electric,5005,303472
FY2024,Q1,East,Bihar,Passenger Car,MUV,Maruti Suzuki,Diesel,17899,1678264
FY2024,Q1,East,Bihar,Three-Wheeler,Passenger 3W,Piaggio,CNG,8614,124762
FY2024,Q1,East,Bihar,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,154788,33027
FY2024,Q1,East,Jharkhand,Commercial Vehicle,LCV,Mahindra,CNG,3255,2479560
FY2024,Q1,East,Jharkhand,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,2484,65048
FY2024,Q1,East,Jharkhand,Passenger Car,Hatchback,Hyundai,Diesel,9347,588342
FY2024,Q1,East,Jharkhand,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,2584,300496
FY2024,Q1,East,Jharkhand,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,51310,34267
FY2024,Q1,East,Odisha,Commercial Vehicle,LCV,Tata Motors,Diesel,5054,1888936
FY2024,Q1,East,Odisha,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,4907,348125
FY2024,Q1,East,Odisha,Passenger Car,Sedan,Kia,Electric,16422,677288
FY2024,Q1,East,Odisha,Three-Wheeler,Goods 3W,TVS Motor,CNG,4456,253056
FY2024,Q1,East,Odisha,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,80486,72355
FY2024,Q1,East,West Bengal,Commercial Vehicle,MHCV,Tata Motors,Diesel,12521,1470989
FY2024,Q1,East,West Bengal,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,10535,130568
FY2024,Q1,East,West Bengal,Passenger Car,SUV,Tata Motors,Petrol,45660,981304
FY2024,Q1,East,West Bengal,Three-Wheeler,Passenger 3W,TVS Motor,CNG,16034,235700
FY2024,Q1,East,West Bengal,Two-Wheeler,Moped,Bajaj Auto,Petrol,214442,58573
FY2024,Q1,North,Delhi,Commercial Vehicle,LCV,Mahindra,Diesel,9780,1312676
FY2024,Q1,North,Delhi,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,29254,164829
FY2024,Q1,North,Delhi,Passenger Car,Hatchback,Mahindra,Petrol,55732,1103442
FY2024,Q1,North,Delhi,Three-Wheeler,Passenger 3W,Mahindra,Petrol,21149,309741
FY2024,Q1,North,Delhi,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,134918,73856
FY2024,Q1,North,Haryana,Commercial Vehicle,LCV,Eicher Motors,Diesel,9305,678037
FY2024,Q1,North,Haryana,Electric Vehicle,E-Three-Wheeler,TVS Motor,Electric,13840,189615
FY2024,Q1,North,Haryana,Passenger Car,Van,Maruti Suzuki,Petrol,35181,1280841
FY2024,Q1,North,Haryana,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,6666,133362
FY2024,Q1,North,Haryana,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,117749,84078
FY2024,Q1,North,Himachal Pradesh,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,1974,1209981
FY2024,Q1,North,Himachal Pradesh,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,2081,176754
FY2024,Q1,North,Himachal Pradesh,Passenger Car,Sedan,Tata Motors,Petrol,6380,589019
FY2024,Q1,North,Himachal Pradesh,Three-Wheeler,Passenger 3W,Piaggio,Petrol,1078,252164
FY2024,Q1,North,Himachal Pradesh,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,25916,41131
FY2024,Q1,North,Jammu & Kashmir,Commercial Vehicle,MHCV,Tata Motors,CNG,1353,1519085
FY2024,Q1,North,Jammu & Kashmir,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,1375,247558
FY2024,Q1,North,Jammu & Kashmir,Passenger Car,SUV,Maruti Suzuki,Petrol,6148,831939
FY2024,Q1,North,Jammu & Kashmir,Three-Wheeler,Goods 3W,Bajaj Auto,Electric,1087,208836
FY2024,Q1,North,Jammu & Kashmir,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,20422,48406
FY2024,Q1,North,Punjab,Commercial Vehicle,MHCV,Mahindra,Diesel,6641,1622426
FY2024,Q1,North,Punjab,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,8301,372086
FY2024,Q1,North,Punjab,Passenger Car,Hatchback,Toyota,Electric,29058,819612
FY2024,Q1,North,Punjab,Three-Wheeler,Goods 3W,TVS Motor,CNG,5858,286665
FY2024,Q1,North,Punjab,Two-Wheeler,Scooter,TVS Motor,Petrol,99673,76106
FY2024,Q1,North,Rajasthan,Commercial Vehicle,LCV,Tata Motors,Diesel,17604,1262678
FY2024,Q1,North,Rajasthan,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,12022,10000
FY2024,Q1,North,Rajasthan,Passenger Car,SUV,Maruti Suzuki,Petrol,53848,907062
FY2024,Q1,North,Rajasthan,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,12403,237367
FY2024,Q1,North,Rajasthan,Two-Wheeler,Scooter,Bajaj Auto,Petrol,301341,54950
FY2024,Q1,North,Uttar Pradesh,Commercial Vehicle,Bus,Tata Motors,Diesel,25601,729937
FY2024,Q1,North,Uttar Pradesh,Electric Vehicle,E-Three-Wheeler,Ola Electric,Electric,20274,224390
FY2024,Q1,North,Uttar Pradesh,Passenger Car,Hatchback,Maruti Suzuki,CNG,92626,704603
FY2024,Q1,North,Uttar Pradesh,Three-Wheeler,Passenger 3W,Piaggio,Petrol,36237,198358
FY2024,Q1,North,Uttar Pradesh,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,515016,76708
FY2024,Q1,North,Uttarakhand,Commercial Vehicle,LCV,Tata Motors,Diesel,2930,1915124
FY2024,Q1,North,Uttarakhand,Electric Vehicle,E-Three-Wheeler,TVS Motor,Electric,3317,54502
FY2024,Q1,North,Uttarakhand,Passenger Car,Hatchback,Mahindra,Petrol,10002,704841
FY2024,Q1,North,Uttarakhand,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,2335,295642
FY2024,Q1,North,Uttarakhand,Two-Wheeler,Scooter,TVS Motor,Petrol,44480,58524
FY2024,Q1,Northeast,Assam,Commercial Vehicle,MHCV,Tata Motors,Electric,2248,906067
FY2024,Q1,Northeast,Assam,Electric Vehicle,E-Car,Tata Motors,Electric,1523,301036
FY2024,Q1,Northeast,Assam,Passenger Car,Sedan,Tata Motors,Petrol,7923,910036
FY2024,Q1,Northeast,Assam,Three-Wheeler,Passenger 3W,Mahindra,Petrol,2687,209992
FY2024,Q1,Northeast,Assam,Two-Wheeler,Motorcycle,Others,Petrol,41075,60852
FY2024,Q1,Northeast,Manipur,Commercial Vehicle,LCV,Mahindra,Electric,476,1387856
FY2024,Q1,Northeast,Manipur,Electric Vehicle,E-Car,Tata Motors,Electric,311,240417
FY2024,Q1,Northeast,Manipur,Passenger Car,Sedan,Maruti Suzuki,Petrol,998,842193
FY2024,Q1,Northeast,Manipur,Three-Wheeler,Goods 3W,Bajaj Auto,Petrol,498,280068
FY2024,Q1,Northeast,Manipur,Two-Wheeler,Moped,Hero MotoCorp,Petrol,8502,89128
FY2024,Q1,Northeast,Meghalaya,Commercial Vehicle,Bus,Mahindra,Diesel,498,2004615
FY2024,Q1,Northeast,Meghalaya,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,339,210483
FY2024,Q1,Northeast,Meghalaya,Passenger Car,Sedan,Mahindra,Petrol,1825,1279420
FY2024,Q1,Northeast,Meghalaya,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,439,270481
FY2024,Q1,Northeast,Meghalaya,Two-Wheeler,Motorcycle,Others,Petrol,7741,95122
FY2024,Q1,Northeast,Nagaland,Commercial Vehicle,LCV,Ashok Leyland,Diesel,238,1563497
FY2024,Q1,Northeast,Nagaland,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,338,70505
FY2024,Q1,Northeast,Nagaland,Passenger Car,SUV,Tata Motors,Petrol,1024,1321148
FY2024,Q1,Northeast,Nagaland,Three-Wheeler,Goods 3W,TVS Motor,Petrol,226,183684
FY2024,Q1,Northeast,Nagaland,Two-Wheeler,Scooter,TVS Motor,Petrol,3986,44794
FY2024,Q1,Northeast,Sikkim,Commercial Vehicle,LCV,Ashok Leyland,Diesel,236,982437
FY2024,Q1,Northeast,Sikkim,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,350,255347
FY2024,Q1,Northeast,Sikkim,Passenger Car,SUV,Maruti Suzuki,Petrol,963,788090
FY2024,Q1,Northeast,Sikkim,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,214,188872
FY2024,Q1,Northeast,Sikkim,Two-Wheeler,Motorcycle,Bajaj Auto,CNG,4216,48484
FY2024,Q1,Northeast,Tripura,Commercial Vehicle,LCV,Eicher Motors,Diesel,657,979614
FY2024,Q1,Northeast,Tripura,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,630,224170
FY2024,Q1,Northeast,Tripura,Passenger Car,Hatchback,Hyundai,Petrol,1971,1018418
FY2024,Q1,Northeast,Tripura,Three-Wheeler,Passenger 3W,TVS Motor,CNG,746,224502
FY2024,Q1,Northeast,Tripura,Two-Wheeler,Motorcycle,Others,Petrol,12770,46928
FY2024,Q1,South,Andhra Pradesh,Commercial Vehicle,Bus,Others,CNG,11881,1985550
FY2024,Q1,South,Andhra Pradesh,Electric Vehicle,E-Three-Wheeler,Ola Electric,Electric,1452,124974
FY2024,Q1,South,Andhra Pradesh,Passenger Car,Hatchback,Mahindra,Petrol,45873,927717
FY2024,Q1,South,Andhra Pradesh,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,10234,210118
FY2024,Q1,South,Andhra Pradesh,Two-Wheeler,Motorcycle,TVS Motor,Petrol,238859,58032
FY2024,Q1,South,Karnataka,Commercial Vehicle,LCV,Mahindra,Electric,17436,1791579
FY2024,Q1,South,Karnataka,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,37858,152693
FY2024,Q1,South,Karnataka,Passenger Car,SUV,Maruti Suzuki,Diesel,86810,964745
FY2024,Q1,South,Karnataka,Three-Wheeler,Passenger 3W,TVS Motor,CNG,13298,214098
FY2024,Q1,South,Karnataka,Two-Wheeler,Scooter,Honda Motorcycle,Electric,279183,80977
FY2024,Q1,South,Kerala,Commercial Vehicle,LCV,Ashok Leyland,Diesel,8741,2080084
FY2024,Q1,South,Kerala,Electric Vehicle,E-Two-Wheeler,Others,Electric,19066,219669
FY2024,Q1,South,Kerala,Passenger Car,Hatchback,Maruti Suzuki,Petrol,46533,1183261
FY2024,Q1,South,Kerala,Three-Wheeler,Passenger 3W,Mahindra,CNG,6131,175065
FY2024,Q1,South,Kerala,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,125631,55531
